일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
2018-12-02,7.1,-1.1,233.0,13.7,1605.0,0.0,5.3,1112.0,0.5,208.1
2018-12-03,11.9,9.1,28.0,14.1,515.0,4.0,8.2,645.0,1.4,194.1
2018-12-04,6.3,-0.9,2354.0,10.6,1.0,4.5,8.9,1358.0,2.0,331.9
2018-12-05,-0.4,-5.9,725.0,4.8,1346.0,0.0,6.9,1419.0,0.4,334.7
2018-12-06,1.8,-1.6,635.0,7.5,1320.0,0.0,9.9,2320.0,1.5,326.3
2018-12-07,-7.2,-10.2,0.0,-1.5,1.0,0.0,10.2,125.0,3.2,351.6
2018-12-08,-8.4,-12.2,621.0,-3.6,1358.0,0.0,9.9,1406.0,2.1,326.3
2018-12-09,-8.4,-14.7,656.0,-2.0,1430.0,0.0,6.0,1439.0,0.3,331.9
2018-12-10,-3.9,-11.1,449.0,5.1,1457.0,0.0,6.2,1524.0,0.5,334.7
2018-12-11,-0.4,-4.2,44.0,4.3,1232.0,0.0,4.2,1218.0,0.5,326.3
2018-12-12,-2.9,-7.5,658.0,2.5,1401.0,0.0,5.8,1553.0,0.7,2.8
2018-12-13,-2.3,-7.4,2329.0,3.1,1309.0,1.0,11.2,1431.0,1.6,337.5
2018-12-14,-6.2,-11.5,635.0,0.3,1404.0,0.0,4.4,1551.0,0.2,309.4
2018-12-15,-4.3,-11.3,734.0,3.3,1434.0,0.0,4.3,1825.0,0.2,112.5
2018-12-16,-0.1,-5.1,153.0,3.2,1557.0,0.0,5.3,1653.0,0.9,151.9
2018-12-17,0.6,-3.3,2259.0,6.4,1452.0,0.0,4.5,1537.0,0.9,329.1
2018-12-18,1.5,-5.4,347.0,8.4,1247.0,0.0,6.8,1259.0,1.0,253.1
2018-12-19,2.0,-2.6,2346.0,9.0,1459.0,0.0,4.9,1224.0,0.4,334.7
2018-12-20,1.2,-4.0,748.0,9.5,1443.0,0.0,2.2,1422.0,0.0,312.2
2018-12-21,3.7,-2.7,57.0,10.3,1326.0,0.0,2.5,1823.0,0.1,354.4
2018-12-22,4.6,-1.0,756.0,11.3,1437.0,0.0,5.6,1242.0,0.8,329.1
2018-12-23,1.9,-4.3,2343.0,8.3,1329.0,0.0,11.9,1514.0,2.0,348.8
2018-12-24,-4.1,-9.3,744.0,2.9,1349.0,0.0,4.8,1623.0,0.4,334.7
2018-12-25,0.3,-6.8,57.0,6.2,1302.0,0.0,5.3,1152.0,0.9,196.9
2018-12-26,-2.0,-7.5,2359.0,2.0,1322.0,0.0,7.7,1939.0,2.1,343.1
2018-12-27,-9.9,-12.9,2350.0,-6.2,1357.0,0.0,8.9,1522.0,3.1,326.3
2018-12-28,-10.8,-14.5,725.0,-6.2,1449.0,0.0,5.8,1317.0,1.2,337.5
2018-12-29,-7.7,-12.9,728.0,-2.5,1443.0,0.0,9.7,1400.0,1.7,329.1
2018-12-30,-8.9,-15.0,654.0,-1.1,1424.0,0.0,4.2,1558.0,0.4,320.6
2018-12-31,-7.5,-14.0,730.0,-0.2,1433.0,0.0,4.7,1525.0,0.3,244.7
2019-01-01,-6.3,-12.1,713.0,0.7,1525.0,0.0,6.6,1500.0,1.1,348.8
2019-01-02,-6.4,-12.4,747.0,0.6,1458.0,0.0,6.1,1543.0,0.7,317.8
2019-01-03,-5.6,-12.3,801.0,2.9,1456.0,0.0,3.3,1504.0,0.4,272.8
2019-01-04,-2.7,-9.1,641.0,4.4,1446.0,0.0,4.5,1603.0,0.4,286.9
2019-01-05,-4.1,-8.5,2349.0,1.4,1450.0,0.0,6.1,1451.0,0.9,348.8
2019-01-06,-4.3,-9.6,159.0,2.8,1455.0,0.0,4.5,1529.0,0.5,317.8
2019-01-07,-3.6,-9.9,658.0,4.1,1423.0,0.0,5.8,1303.0,0.5,329.1
2019-01-08,-4.7,-9.9,2349.0,1.6,1440.0,0.0,10.8,1858.0,2.1,337.5
2019-01-09,-6.5,-12.6,738.0,0.7,1517.0,0.0,3.3,1416.0,0.5,298.1
2019-01-10,-1.4,-6.9,616.0,4.9,1438.0,0.0,4.9,1440.0,0.5,340.3
2019-01-11,1.3,-2.2,2219.0,7.4,1423.0,0.0,3.7,1352.0,0.2,334.7
2019-01-12,1.1,-4.0,2355.0,8.2,1511.0,0.0,4.7,1640.0,0.3,298.1
2019-01-13,-0.8,-7.0,752.0,7.5,1414.0,0.0,4.8,1428.0,0.3,343.1
2019-01-14,-0.3,-5.4,732.0,5.8,1426.0,0.0,3.1,1602.0,0.2,329.1
2019-01-15,-2.3,-7.9,2344.0,3.6,1450.0,0.0,10.1,1655.0,1.8,337.5
2019-01-16,-5.7,-13.0,747.0,-0.7,1452.0,0.0,6.5,1405.0,0.5,354.4
2019-01-17,-1.5,-5.9,757.0,4.5,1342.0,0.0,8.8,1411.0,0.8,331.9
2019-01-18,-1.6,-8.6,616.0,6.6,1512.0,0.0,5.1,1432.0,0.1,331.9
2019-01-19,2.4,-2.2,312.0,8.9,1309.0,0.0,3.2,913.0,0.0,174.4
2019-01-20,-1.6,-7.6,2330.0,2.6,1330.0,0.0,9.2,1134.0,2.0,315.0
2019-01-21,-2.2,-9.3,618.0,5.3,1613.0,0.0,8.5,1623.0,0.4,306.6
2019-01-22,-0.3,-5.7,621.0,8.9,1315.0,0.0,6.9,1357.0,0.4,292.5
2019-01-23,0.4,-4.3,2354.0,8.0,1450.0,0.0,9.3,1532.0,1.4,340.3
2019-01-24,-2.1,-8.8,801.0,6.3,1508.0,0.0,5.4,1606.0,0.7,345.9
2019-01-25,-2.7,-7.6,709.0,3.5,1316.0,0.0,10.0,1432.0,1.7,331.9
2019-01-26,-3.5,-8.8,753.0,2.6,1437.0,0.0,6.1,1214.0,1.3,312.2
2019-01-27,-1.2,-10.0,716.0,5.7,1440.0,0.0,6.0,1459.0,1.1,300.9
2019-01-28,0.7,-5.5,0.0,5.2,1432.0,0.0,10.9,1107.0,2.3,320.6
2019-01-29,-1.9,-9.0,700.0,6.8,1502.0,0.0,4.9,1153.0,0.2,286.9
2019-01-30,0.5,-5.2,733.0,7.3,1435.0,0.0,6.1,1615.0,0.6,329.1
2019-01-31,-2.5,-8.0,2355.0,1.3,1353.0,0.0,6.8,1523.0,1.8,334.7
2019-02-01,-3.6,-10.8,536.0,4.7,1250.0,0.0,6.8,1259.0,0.7,320.6
2019-02-02,2.2,-5.4,405.0,7.1,1527.0,0.0,8.0,1152.0,1.3,182.8
2019-02-03,3.0,0.9,2350.0,5.5,19.0,16.5,5.5,52.0,0.3,112.5
2019-02-04,-1.3,-5.0,808.0,3.4,1459.0,0.0,7.6,4.0,0.4,323.4
2019-02-05,2.2,-5.7,327.0,10.4,1419.0,0.0,6.4,636.0,0.4,191.3
2019-02-06,4.2,-2.5,248.0,10.1,1337.0,0.0,2.6,1359.0,0.0,329.1
2019-02-07,-2.0,-8.4,2341.0,5.4,1.0,0.0,9.5,941.0,3.1,334.7
2019-02-08,-6.4,-10.5,726.0,-1.8,1516.0,0.0,5.5,1436.0,0.6,354.4
2019-02-09,-5.5,-9.9,804.0,-1.1,1536.0,0.0,7.0,1210.0,1.3,331.9
2019-02-10,-5.5,-11.4,507.0,-1.8,1225.0,0.0,4.1,23.0,0.3,30.9
2019-02-11,,,,,,0.0,,,,
2019-02-12,-1.1,-6.2,43.0,4.4,1449.0,0.0,6.1,1540.0,1.0,343.1
2019-02-13,-3.0,-8.4,714.0,3.1,1424.0,0.0,8.7,1409.0,1.4,326.3
2019-02-14,-1.8,-8.8,722.0,5.9,1359.0,0.0,4.8,1517.0,0.8,317.8
2019-02-15,,,,,,0.0,,,,
2019-02-16,,,,,,0.0,,,,
2019-02-17,-3.2,-10.2,653.0,5.0,1508.0,0.0,6.5,1259.0,1.0,329.1
2019-02-18,-0.4,-8.0,556.0,5.7,1249.0,0.0,3.8,1252.0,0.7,329.1
2019-02-19,0.6,-1.0,2242.0,4.2,1700.0,2.5,4.6,1705.0,0.7,331.9
2019-02-20,1.1,-2.9,2350.0,5.6,1518.0,0.0,7.1,1204.0,1.2,329.1
2019-02-21,0.7,-5.3,715.0,8.9,1425.0,0.0,4.5,1354.0,0.7,309.4
2019-02-22,2.3,-4.6,725.0,11.3,1526.0,0.0,5.8,1259.0,1.0,331.9
2019-02-23,4.9,-2.6,705.0,15.1,1508.0,0.0,5.7,1250.0,0.7,104.1
2019-02-24,4.4,-2.4,700.0,13.8,1439.0,0.0,6.2,1516.0,1.1,306.6
2019-02-25,3.9,-1.5,2350.0,10.9,1552.0,0.0,8.4,1442.0,1.2,345.9
2019-02-26,3.6,-4.7,712.0,12.2,1418.0,0.0,5.6,1558.0,0.8,323.4
2019-02-27,6.4,1.9,2355.0,14.5,1358.0,0.0,5.7,1456.0,1.1,309.4
2019-02-28,4.6,-2.1,716.0,13.7,1455.0,0.0,6.0,1431.0,1.0,351.6
2019-03-01,4.4,-2.5,536.0,14.1,1437.0,0.0,6.4,1600.0,1.0,317.8
2019-03-02,,,,,,0.0,,,,
2019-03-03,7.4,-1.5,714.0,17.2,1410.0,0.0,5.7,1641.0,0.8,292.5
2019-03-04,8.1,1.6,637.0,16.9,1450.0,0.0,7.1,1519.0,1.1,331.9
2019-03-05,8.0,3.1,158.0,13.4,1301.0,0.0,6.2,1628.0,1.4,309.4
2019-03-06,7.1,2.4,704.0,13.0,1515.0,0.0,6.3,1538.0,1.0,331.9
2019-03-07,5.6,-0.4,704.0,13.8,1342.0,0.0,6.8,1604.0,1.5,326.3
2019-03-08,4.1,-3.0,442.0,13.9,1336.0,0.0,6.8,1431.0,1.1,312.2
2019-03-09,,,,,,0.0,,,,
2019-03-11,,,,,,0.0,,,,
2019-03-12,3.5,-1.5,2351.0,9.6,1231.0,0.0,9.0,1315.0,2.1,331.9
2019-03-13,2.2,-3.9,657.0,9.9,1419.0,0.0,12.0,1401.0,2.4,8.4
2019-03-14,4.2,-5.0,612.0,11.5,1237.0,0.0,6.4,1334.0,1.1,331.9
2019-03-15,4.5,-0.5,2358.0,13.3,1510.0,1.0,11.1,1636.0,0.9,286.9
2019-03-16,3.5,-2.4,620.0,10.9,1223.0,0.0,7.3,1415.0,1.4,286.9
2019-03-17,5.4,-0.6,713.0,13.7,1508.0,0.0,7.8,1445.0,1.3,326.3
2019-03-18,6.0,-1.9,526.0,15.4,1417.0,0.0,6.1,1430.0,1.0,340.3
2019-03-19,8.6,0.1,522.0,17.6,1500.0,0.0,5.1,1558.0,0.9,292.5
2019-03-20,9.0,3.7,608.0,16.5,1245.0,13.5,6.6,1413.0,0.8,303.8
2019-03-21,7.4,1.5,2358.0,13.1,1418.0,3.5,10.1,1638.0,2.7,326.3
2019-03-22,3.4,-2.1,443.0,9.9,1545.0,0.0,9.4,1406.0,2.3,331.9
2019-03-23,2.6,-3.0,542.0,10.3,1515.0,0.5,10.3,1348.0,2.1,320.6
2019-03-24,3.8,-3.8,600.0,11.3,1341.0,0.0,8.2,1357.0,1.7,323.4
2019-03-25,7.6,2.6,213.0,12.5,1619.0,0.0,7.5,1507.0,2.1,275.6
2019-03-26,10.8,5.2,2329.0,18.7,1513.0,0.0,6.7,1521.0,1.4,334.7
2019-03-27,11.4,5.0,6.0,18.0,1311.0,0.0,9.4,1351.0,2.6,284.1
2019-03-28,9.2,3.5,644.0,15.7,1407.0,0.0,6.7,1324.0,1.6,337.5
2019-03-29,9.3,5.1,214.0,16.7,1443.0,0.0,7.9,1232.0,1.4,343.1
2019-03-30,4.9,2.3,1946.0,10.9,1429.0,2.0,11.1,1559.0,2.4,295.3
2019-03-31,4.9,0.1,2306.0,10.5,1543.0,0.0,9.9,1514.0,3.0,329.1
2019-04-01,4.7,-2.9,429.0,13.0,1435.0,0.0,9.7,1703.0,1.9,331.9
2019-04-02,5.6,-2.5,540.0,14.7,1510.0,0.0,9.0,1540.0,1.5,345.9
2019-04-03,6.6,-1.6,552.0,15.4,1352.0,0.0,8.3,1513.0,1.6,255.9
2019-04-04,8.7,-0.4,352.0,16.8,1315.0,0.0,8.6,1531.0,2.2,253.1
2019-04-05,11.3,5.7,2335.0,19.6,1420.0,0.0,9.5,1255.0,2.6,334.7
2019-04-06,8.5,2.3,446.0,12.9,1129.0,1.5,6.1,2003.0,0.8,53.4
2019-04-07,11.0,1.9,644.0,21.3,1356.0,0.0,7.5,1417.0,1.4,320.6
2019-04-08,10.5,4.1,532.0,19.3,1535.0,0.0,9.4,1342.0,1.8,326.3
2019-04-09,8.8,5.0,2241.0,15.0,950.0,10.5,7.8,1619.0,1.2,47.8
2019-04-10,6.5,3.6,2349.0,10.8,1734.0,3.5,4.7,1159.0,1.1,0.0
2019-04-11,8.8,1.7,557.0,17.7,1350.0,0.0,7.1,1456.0,1.1,315.0
2019-04-12,10.1,2.2,454.0,20.1,1436.0,0.0,7.5,1451.0,1.2,315.0
2019-04-13,10.9,3.1,455.0,19.8,1312.0,0.0,7.1,1321.0,1.3,334.7
2019-04-14,9.0,4.3,2353.0,16.2,1623.0,1.5,10.6,1720.0,1.7,300.9
2019-04-15,10.6,0.2,429.0,19.7,1420.0,0.0,7.4,1303.0,1.3,323.4
2019-04-16,13.7,4.0,533.0,24.3,1437.0,0.0,6.9,1438.0,1.1,326.3
2019-04-17,14.3,5.4,655.0,23.3,1403.0,0.0,7.1,1629.0,1.4,334.7
2019-04-18,11.6,8.4,450.0,17.7,1250.0,0.0,7.9,1252.0,1.5,261.6
2019-04-19,13.5,7.4,56.0,21.1,1506.0,0.0,5.3,1425.0,1.1,199.7
2019-04-20,13.9,7.6,445.0,20.4,1353.0,0.5,6.5,1151.0,1.4,317.8
2019-04-21,14.3,10.1,2357.0,22.2,1555.0,0.0,5.4,1704.0,1.1,329.1
2019-04-22,18.2,7.7,455.0,29.8,1502.0,0.0,5.9,1719.0,1.0,292.5
2019-04-23,18.8,12.0,550.0,25.7,1205.0,0.0,4.9,1854.0,0.8,253.1
2019-04-24,18.7,14.2,403.0,27.4,1428.0,3.0,5.8,1553.0,1.1,331.9
2019-04-25,12.9,9.3,2338.0,17.0,934.0,9.0,4.7,939.0,0.7,81.6
2019-04-26,8.2,4.4,2333.0,10.0,1321.0,2.5,4.6,1320.0,0.8,64.7
2019-04-27,11.2,1.8,535.0,20.2,1501.0,0.0,6.6,1438.0,1.2,326.3
2019-04-28,12.4,7.3,2259.0,20.2,1421.0,0.0,6.6,1410.0,1.2,320.6
2019-04-29,12.2,6.0,242.0,19.0,1711.0,0.0,4.5,1047.0,0.6,222.2
2019-04-30,14.7,6.2,454.0,24.5,1458.0,0.0,6.2,1559.0,1.1,284.1
2019-05-01,16.0,8.4,505.0,24.3,1430.0,0.0,8.3,1448.0,1.6,289.7
2019-05-02,15.5,6.3,544.0,27.6,1438.0,0.0,8.2,1602.0,1.4,320.6
2019-05-03,16.1,6.2,525.0,27.7,1324.0,0.0,6.0,1404.0,1.1,320.6
2019-05-04,17.6,8.6,517.0,28.9,1442.0,0.0,5.8,1419.0,0.8,320.6
2019-05-05,18.0,9.7,517.0,29.1,1337.0,0.0,8.6,2330.0,1.3,348.8
2019-05-06,14.0,7.8,0.0,21.7,1457.0,0.0,9.0,1127.0,2.6,326.3
2019-05-07,14.0,3.8,519.0,24.3,1407.0,0.0,7.2,1554.0,1.5,326.3
2019-05-08,15.1,7.9,239.0,24.0,1330.0,0.0,6.4,1411.0,1.8,258.8
2019-05-09,15.8,9.3,2326.0,25.0,1522.0,0.0,7.1,1335.0,1.4,270.0
2019-05-10,16.5,6.7,538.0,29.0,1426.0,0.0,5.7,1501.0,1.0,261.6
2019-05-11,18.4,9.4,546.0,29.7,1410.0,0.0,5.6,1457.0,0.9,272.8
2019-05-12,19.4,10.4,541.0,30.0,1447.0,0.0,5.5,956.0,0.8,202.5
2019-05-13,17.2,12.1,516.0,23.4,1257.0,0.0,6.1,1823.0,0.9,300.9
2019-05-14,18.2,9.2,542.0,28.4,1500.0,0.0,6.0,1341.0,1.0,331.9
2019-05-15,18.8,11.1,329.0,29.2,1431.0,0.0,5.9,1619.0,1.0,326.3
2019-05-16,22.0,13.3,524.0,32.0,1441.0,0.0,5.7,1631.0,1.0,345.9
2019-05-17,21.4,13.5,505.0,28.2,1244.0,0.0,3.9,1016.0,0.5,208.1
2019-05-18,22.6,16.7,616.0,26.8,1558.0,0.0,9.2,1222.0,1.8,154.7
2019-05-19,18.9,17.0,523.0,21.7,7.0,13.5,6.4,937.0,1.5,163.1
2019-05-20,16.5,9.7,2331.0,21.7,1419.0,12.0,8.8,1648.0,2.4,227.8
2019-05-21,16.9,10.6,402.0,25.8,1337.0,0.0,8.0,1447.0,2.4,289.7
2019-05-22,18.8,10.3,551.0,28.4,1439.0,0.0,7.8,1332.0,2.0,309.4
2019-05-23,20.2,11.3,603.0,30.4,1602.0,0.0,5.0,1529.0,0.9,289.7
2019-05-24,22.7,12.6,532.0,34.1,1448.0,0.0,5.1,1025.0,1.0,210.9
2019-05-25,22.0,15.3,500.0,30.0,1348.0,0.0,5.2,1358.0,0.9,326.3
2019-05-26,23.0,15.2,530.0,32.5,1333.0,0.0,6.5,1337.0,1.2,247.5
2019-05-27,17.3,12.4,0.0,22.4,202.0,10.0,8.3,1325.0,2.5,233.4
2019-05-28,17.6,8.4,513.0,26.1,1437.0,0.0,7.1,1842.0,1.5,194.1
2019-05-29,19.0,10.4,515.0,28.3,1300.0,0.0,6.8,1532.0,1.2,320.6
2019-05-30,18.9,11.3,457.0,26.2,1207.0,0.0,7.2,2330.0,1.6,264.4
2019-05-31,18.8,13.1,2340.0,25.3,1340.0,0.0,8.2,1303.0,1.8,315.0
2019-06-01,17.8,11.5,304.0,25.1,1558.0,0.0,5.4,1104.0,1.2,317.8
2019-06-02,19.5,10.5,504.0,29.1,1416.0,0.0,6.1,1258.0,1.1,315.0
2019-06-03,21.9,12.2,442.0,29.8,1512.0,0.0,7.3,1246.0,1.2,351.6
2019-06-04,21.9,14.4,501.0,30.3,1416.0,0.0,7.0,1458.0,1.6,306.6
2019-06-05,22.3,16.3,217.0,30.5,1257.0,0.0,5.4,1346.0,1.1,241.9
2019-06-06,19.8,16.1,519.0,23.8,1258.0,5.5,6.5,2359.0,0.8,5.6
2019-06-07,19.7,16.5,0.0,25.9,1609.0,24.5,6.5,607.0,1.3,340.3
2019-06-08,20.8,13.0,440.0,29.0,1349.0,0.0,5.3,1510.0,0.8,345.9
2019-06-09,21.0,15.7,2319.0,26.6,1203.0,6.5,5.8,1849.0,1.1,331.9
2019-06-10,17.9,14.1,2344.0,24.0,1623.0,8.0,4.6,349.0,0.6,84.4
2019-06-11,19.5,12.5,559.0,26.8,1505.0,0.0,4.7,1054.0,0.7,334.7
2019-06-12,20.3,13.6,430.0,28.3,1427.0,0.0,5.7,1505.0,1.0,295.3
2019-06-13,22.0,13.6,500.0,30.2,1427.0,0.0,6.0,1606.0,1.1,329.1
2019-06-14,22.1,16.1,513.0,29.6,1506.0,0.0,7.0,1515.0,1.1,331.9
2019-06-15,21.3,15.2,2354.0,29.5,1547.0,0.5,7.5,1556.0,1.5,340.3
2019-06-16,20.9,13.6,557.0,30.1,1448.0,0.0,6.0,1603.0,1.0,284.1
2019-06-17,20.9,16.3,632.0,28.1,1418.0,0.0,6.0,1433.0,1.4,326.3
2019-06-18,19.7,15.8,406.0,24.7,1316.0,12.0,4.8,935.0,1.1,160.3
2019-06-19,21.0,18.2,207.0,25.9,1250.0,0.5,5.3,1641.0,0.9,340.3
2019-06-20,22.2,18.5,524.0,29.4,1451.0,0.0,5.3,1505.0,1.0,337.5
2019-06-21,22.4,18.1,406.0,27.4,1529.0,0.0,5.4,1533.0,1.0,326.3
2019-06-22,23.2,14.8,536.0,31.9,1501.0,0.0,5.4,1509.0,0.9,306.6
2019-06-23,23.5,15.5,520.0,31.7,1435.0,0.0,6.6,1708.0,1.2,306.6
2019-06-24,24.2,17.7,527.0,32.8,1415.0,0.0,5.5,1419.0,1.2,323.4
2019-06-25,24.4,15.9,508.0,34.0,1543.0,0.0,6.2,1642.0,1.0,292.5
2019-06-26,23.8,17.1,450.0,30.6,1503.0,0.0,5.7,1537.0,0.6,185.6
2019-06-27,24.8,21.0,522.0,33.2,1415.0,0.0,5.5,1704.0,1.0,351.6
2019-06-28,23.6,20.1,2359.0,31.0,1544.0,0.0,5.1,1702.0,0.9,295.3
2019-06-29,21.8,18.5,312.0,28.7,1347.0,1.5,4.9,1354.0,0.6,185.6
2019-06-30,23.5,18.2,516.0,29.8,1228.0,0.0,5.5,1525.0,1.2,261.6
2019-07-01,23.4,18.4,527.0,31.8,1439.0,0.0,7.7,1629.0,1.3,326.3
2019-07-02,23.8,18.6,233.0,32.2,1431.0,0.0,6.4,14.0,1.3,171.6
2019-07-03,23.0,18.7,230.0,28.9,1056.0,0.0,3.9,1226.0,0.8,315.0
2019-07-04,24.4,17.0,527.0,34.9,1409.0,0.0,6.0,1515.0,1.0,331.9
2019-07-05,26.3,16.3,345.0,36.4,1358.0,0.0,6.1,1535.0,1.1,323.4
2019-07-06,28.1,20.9,421.0,36.8,1452.0,0.0,5.9,1326.0,1.1,191.3
2019-07-07,26.3,20.8,2354.0,33.2,1430.0,0.0,7.5,1341.0,1.2,174.4
2019-07-08,24.4,18.7,448.0,31.1,1524.0,0.0,5.6,1627.0,0.9,143.4
2019-07-09,24.5,16.4,548.0,33.0,1357.0,0.0,5.3,1334.0,0.9,143.4
2019-07-10,22.2,19.0,2133.0,28.8,1202.0,7.0,5.5,1126.0,1.0,106.9
2019-07-11,20.9,19.1,201.0,26.0,1312.0,2.0,6.1,1707.0,1.3,345.9
2019-07-12,23.7,18.6,343.0,30.9,1502.0,0.0,6.3,1344.0,1.3,264.4
2019-07-13,24.4,20.1,2359.0,31.5,1539.0,0.0,6.1,1706.0,1.2,312.2
2019-07-14,25.2,18.9,512.0,33.8,1417.0,0.0,5.4,1514.0,1.0,292.5
2019-07-15,22.6,19.7,518.0,28.5,1048.0,9.0,3.9,1544.0,0.5,140.6
2019-07-16,24.5,20.5,1.0,31.0,1518.0,0.5,4.7,1216.0,0.8,343.1
2019-07-17,25.1,20.5,441.0,29.9,1514.0,0.0,5.7,1236.0,0.8,326.3
2019-07-18,26.3,20.8,452.0,33.8,1520.0,0.0,6.0,947.0,0.8,191.3
2019-07-19,28.3,20.7,433.0,35.8,1232.0,0.0,7.1,1751.0,1.3,202.5
2019-07-20,28.4,24.9,848.0,32.8,1527.0,0.5,7.3,752.0,1.5,112.5
2019-07-21,25.1,23.8,355.0,28.9,1524.0,4.5,6.0,1607.0,1.6,281.3
2019-07-22,27.0,23.2,2343.0,33.4,1538.0,0.0,4.9,1347.0,1.3,219.4
2019-07-23,27.8,22.3,159.0,35.2,1522.0,0.0,5.9,1735.0,1.0,317.8
2019-07-24,25.6,24.4,457.0,28.1,1438.0,2.0,4.6,1446.0,0.9,213.8
2019-07-25,25.7,25.0,47.0,26.9,1043.0,10.0,4.1,1816.0,0.8,208.1
2019-07-26,24.8,23.8,840.0,25.9,1413.0,79.5,6.5,448.0,1.1,233.4
2019-07-27,27.9,24.4,56.0,34.5,1532.0,1.5,4.8,1630.0,0.8,275.6
2019-07-28,25.5,24.7,1749.0,27.1,26.0,37.5,8.9,1724.0,1.8,216.6
2019-07-29,27.5,25.5,507.0,30.3,1641.0,0.0,7.6,1800.0,2.4,227.8
2019-07-30,27.7,25.5,732.0,30.6,1104.0,8.0,8.5,1120.0,2.8,210.9
2019-07-31,25.3,23.5,1008.0,26.6,6.0,80.5,7.8,711.0,1.5,315.0
2019-08-01,25.6,22.6,842.0,30.5,1445.0,19.0,6.9,823.0,1.3,334.7
2019-08-02,28.1,23.3,342.0,35.2,1407.0,0.0,4.5,1741.0,0.8,329.1
2019-08-03,27.6,23.5,503.0,36.2,1433.0,8.5,7.2,1637.0,0.7,345.9
2019-08-04,28.2,23.1,549.0,35.6,1454.0,0.0,5.8,1755.0,0.7,149.1
2019-08-05,29.7,24.2,452.0,36.7,1438.0,0.0,5.1,1712.0,0.7,345.9
2019-08-06,30.1,25.4,401.0,37.4,1420.0,0.0,4.0,1846.0,0.6,118.1
2019-08-07,25.2,22.8,622.0,29.7,1641.0,5.5,3.2,443.0,0.4,132.2
2019-08-08,27.9,23.6,604.0,34.6,1328.0,0.0,5.4,1355.0,0.9,326.3
2019-08-09,28.5,23.7,437.0,35.3,1453.0,0.0,5.1,1610.0,0.9,326.3
2019-08-10,30.3,23.9,456.0,37.0,1407.0,0.0,5.0,2153.0,0.8,154.7
2019-08-11,29.9,24.3,2315.0,36.3,1418.0,7.0,8.6,1540.0,1.9,146.3
2019-08-12,26.1,23.9,49.0,29.4,1624.0,58.0,7.4,111.0,1.8,182.8
2019-08-13,27.9,24.1,540.0,35.0,1545.0,13.0,9.0,2221.0,1.0,222.2
2019-08-14,29.1,24.2,603.0,35.9,1309.0,0.0,4.3,1230.0,0.6,143.4
2019-08-15,25.1,22.1,2353.0,28.1,1.0,7.0,5.5,1425.0,0.9,25.3
2019-08-16,25.5,21.5,211.0,31.3,1334.0,0.0,7.4,1457.0,1.4,253.1
2019-08-17,25.5,21.0,2353.0,30.9,1530.0,0.0,6.2,1451.0,1.7,317.8
2019-08-18,24.9,20.5,443.0,31.9,1442.0,0.0,5.2,1350.0,1.0,315.0
2019-08-19,24.9,18.4,545.0,32.3,1453.0,0.0,9.4,2317.0,0.7,81.6
2019-08-20,26.3,20.1,504.0,33.1,1502.0,0.0,5.3,1153.0,0.6,171.6
2019-08-21,26.3,22.3,2350.0,32.7,1452.0,0.5,5.3,1413.0,1.1,323.4
2019-08-22,25.7,20.8,345.0,32.7,1423.0,0.0,6.1,1541.0,1.1,326.3
2019-08-23,24.9,20.2,624.0,31.6,1437.0,0.0,6.8,1708.0,1.2,351.6
2019-08-24,22.6,17.9,411.0,29.9,1540.0,0.0,5.1,1602.0,0.7,174.4
2019-08-25,24.1,18.2,555.0,31.7,1441.0,0.0,5.1,1413.0,0.9,337.5
2019-08-26,24.9,19.7,538.0,32.5,1401.0,0.0,4.1,936.0,0.6,188.4
2019-08-27,24.7,20.6,654.0,30.0,1644.0,1.0,7.7,2006.0,0.6,75.9
2019-08-28,25.2,21.5,511.0,31.3,1254.0,0.0,5.7,1703.0,0.8,340.3
2019-08-29,23.0,18.6,1050.0,27.8,1621.0,10.0,12.5,1318.0,1.7,205.3
2019-08-30,21.2,16.9,523.0,28.8,1252.0,8.5,7.2,1258.0,1.2,329.1
2019-08-31,22.3,15.9,424.0,29.8,1541.0,0.0,5.5,1246.0,0.9,340.3
2019-09-01,22.3,17.0,539.0,28.5,1639.0,0.0,3.9,1540.0,0.5,334.7
2019-09-02,22.6,16.8,552.0,30.8,1412.0,0.0,4.1,1625.0,0.5,337.5
2019-09-03,23.5,19.5,10.0,28.5,1424.0,0.0,4.7,1429.0,0.6,78.8
2019-09-04,22.4,20.8,346.0,25.3,1622.0,43.0,8.0,1846.0,0.7,163.1
2019-09-05,22.7,20.9,2349.0,27.6,956.0,35.5,6.4,1253.0,0.8,326.3
2019-09-06,24.4,20.8,419.0,28.9,1410.0,3.0,2.7,1227.0,0.3,258.8
2019-09-07,25.8,22.5,2009.0,29.5,1038.0,6.0,16.6,1624.0,3.9,194.1
2019-09-08,24.3,21.7,2356.0,28.7,1211.0,0.0,6.4,118.0,1.1,213.8
2019-09-09,24.3,20.6,456.0,30.3,1317.0,0.0,4.8,1246.0,0.7,196.9
2019-09-10,23.5,21.9,323.0,28.6,1128.0,112.5,7.2,2251.0,0.7,171.6
2019-09-11,24.2,20.4,452.0,30.4,1327.0,5.0,5.0,1252.0,1.0,92.8
